size,price,date
265,125000,2026-02-12
270,133000,2026-02-12
270,133000,2026-02-12
280,142000,2026-02-12
245,148000,2026-02-12
245,147000,2026-02-12
260,128000,2026-02-12
265,130000,2026-02-12
265,130000,2026-02-12
265,130000,2026-02-12
275,135000,2026-02-12
265,130000,2026-02-12
260,128000,2026-02-12
255,128000,2026-02-12
270,133000,2026-02-12
265,129000,2026-02-12
265,129000,2026-02-12
260,129000,2026-02-12
260,126000,2026-02-12
265,129000,2026-02-12
270,132000,2026-02-12
270,132000,2026-02-12
250,136000,2026-02-12
265,126000,2026-02-12
265,129000,2026-02-12
270,133000,2026-02-12
270,132000,2026-02-12
270,132000,2026-02-12
280,144000,2026-02-12
270,131000,2026-02-12
265,130000,2026-02-12
270,131000,2026-02-12
265,130000,2026-02-12
270,132000,2026-02-12
265,129000,2026-02-12
275,134000,2026-02-12
265,126000,2026-02-12
275,134000,2026-02-12
250,132000,2026-02-12
230,159000,2026-02-12
275,134000,2026-02-12
275,131000,2026-02-12
250,134000,2026-02-12
255,135000,2026-02-12
260,127000,2026-02-12
275,130000,2026-02-12
265,130000,2026-02-12
275,135000,2026-02-12
225,156000,2026-02-12
255,136000,2026-02-12
275,135000,2026-02-12
290,159000,2026-02-12
265,119000,2026-02-12
265,121000,2026-02-12
265,126000,2026-02-12
270,133000,2026-02-12
260,128000,2026-02-12
275,135000,2026-02-12
270,134000,2026-02-12
280,139000,2026-02-12
260,127000,2026-02-12
280,145000,2026-02-12
265,126000,2026-02-12
255,133000,2026-02-12
265,124000,2026-02-12
260,128000,2026-02-12
265,129000,2026-02-12
265,125000,2026-02-12
255,127000,2026-02-12
265,129000,2026-02-12
265,129000,2026-02-12
260,127000,2026-02-12
260,124000,2026-02-12
270,124000,2026-02-12
270,125000,2026-02-12
265,130000,2026-02-12
280,143000,2026-02-12
270,124000,2026-02-12
275,134000,2026-02-12
270,124000,2026-02-12
265,126000,2026-02-12
270,124000,2026-02-12
270,132000,2026-02-12
265,129000,2026-02-12
265,129000,2026-02-12
240,154000,2026-02-12
260,128000,2026-02-12
275,133000,2026-02-12
275,131000,2026-02-12
285,145000,2026-02-12
285,146000,2026-02-12
265,129000,2026-02-12
275,133000,2026-02-12
280,143000,2026-02-12
265,118000,2026-02-12
280,144000,2026-02-12
260,123000,2026-02-12
275,134000,2026-02-12
270,133000,2026-02-12
280,144000,2026-02-12
270,124000,2026-02-12
265,129000,2026-02-12
290,159000,2026-02-12
260,128000,2026-02-12
270,133000,2026-02-12
270,135000,2026-02-13
275,136000,2026-02-13
265,127000,2026-02-13
280,144000,2026-02-13
270,135000,2026-02-13
265,128000,2026-02-13
275,136000,2026-02-13
255,129000,2026-02-13
260,129000,2026-02-13
250,138000,2026-02-13
270,135000,2026-02-13
265,130000,2026-02-13
270,135000,2026-02-13
285,148000,2026-02-13
290,158000,2026-02-13
270,135000,2026-02-13
